Optimal Business Daily: Management | Entrepreneurship | StartUp | Small Business | Freelancing | Side Hustle,"We (Lee Rankinen & Justin Malik) read you the best content on entrepreneurship, startups, side hustles, freelancing, and more, with author permission. Think of Optimal Business Daily as an audioblog or blogcast. :)

Optimal Business Daily is a podcast created for those looking to start or improve their own small business: lifelong entrepreneurs and life optimizers. Lee Rankinen & Justin Malik bring you the best content from blogs and other resources and read it to you, so that you don't have to waste your time finding and reading blogs yourself--listen during your commute, workout, regular routines, or during your down time 7 days a week and launch or improve your business one step at a time. Each episode brings you a reading from a popular blog post or resource--practical and actionable information that has been proven to be worthy of large audiences.

Current sites and authors include:
EOFire.com (Entrepreneur On Fire) - Kate Erickson & John Lee Dumas
JamesAltucher.com - James Altucher
Sivers.org - Derek Sivers
NeilPatel.com - Neil Patel
ZenHabits.net - Leo Babauta
IWillTeachYouToBeRich.com - Ramit Sethi
StevePavlina.com - Steve Pavlina
RyanHoover.me - Ryan Hoover
SideHustleNation.com - Nick Loper
NirAndFar.com - Nir Eyal
MyWifeQuitHerJob.com - Steve Chou
GoodLifeZen.com - Mary Jaksch

and more being added!
Subscribe now--your optimal life awaits!

*Optimal Living Daily has received permission from the original authors to read content on this show.",Management & Marketing,http://imgur.com/kaKVwkwDMhMLWKFb55wE
The Sean Croxton Sessions,"These aren't your ordinary interviews. Sean Croxton, former host of Underground Wellness Radio, goes deep with the best-of-the-best experts, authors, and top performers in personal development, money management, relationships, and health to reveal their stories, struggles, and strategies to inspire YOU to live your best life.",Self-Help,http://imgur.com/8lIhLUAvOXot5ipeX8x3
This Naked Mind Podcast,"Bestselling author Annie Grace invites you, without rules, pain, or judgement, to explore the role of alcohol in our lives and culture.",Self-Help,http://imgur.com/uI7gdP4RvzgsfMgFgBEU
Half Size Me,"The Half Size Me™ Show is a weekly podcast focused on helping you lose weight and get healthy in a real, sustainable, and maintainable way. Host Heather Robertson interviews real people who share their inspirational stories of weight loss and maintenance. Along with real world tools, resources, and tips to help you achieve your own weight loss and wellness goals, you'll get your questions answers in the Ask Coach Heather sessions. So, whether you're just getting started losing weight, already a maintainer, or somewhere in between, The Half Size Me™ Show is for you!",Fitness & Nutrition,http://imgur.com/XTLWPs71SHNF6jSMOWwz
What If World - Stories for Kids,"What if a tiny dragon lived in my closet? What if there were a never-ending bowl of ice cream? What if cats ruled the world? Join Abacus P Grumbler, Randall Radbot, and Whendiana Joan as they help Mr. Eric tell wacky stories inspired by your questions! Call to leave a voicemail at 205-605-WHAT and be featured on the show. More at www.whatifworldpodcast.com",Kinds & Family,http://imgur.com/Qmd3LnhIpE5ahpjBgy6y
Gaming Steve,"Home of ""intelligent game discussion"", Stephen ""Gaming Steve"" Glicker has over thirty years of professional experience in the game industry. Each show features the latest gaming news, interviews with gaming legends, ""inside"" information, industry commentary, game reviews, previews of upcoming releases, contests, as well as much more.",Video Games,http://imgur.com/BbzmEb19HS6eFUPZx0Bb
The Daily Show With Trevor Noah: Ears Edition,"Listen to highlights and extended interviews in the ""Ears Edition"" of The Daily Show with Trevor Noah. From Comedy Central’s Podcast Network.",Comedy,http://imgur.com/GxYIlP8nTp7w0qiMrStw
VirginWorlds MMORPG Podcast,"VirginWorlds is a weekly news podcast covering Massively Multiplayer Online Role Playing Games (MMORPGs) such as World of Warcraft, EverQuest, Guild Wars, City of Heroes, Eve Online, Vanguard, Lord of the Rings Online and many many more. The VirginWorlds MMORPG Podcast is the flagship podcast of the VirginWorlds MMO Podcast Collective found at http://www.virginworlds.com",Video Games,http://imgur.com/nnXJWvyoWj3da6Vd82Ll
Punch Drunk Sports,"Punch Drunk is, for the most part, a sports podcast. Sure we will get off subject and discuss which UFC fighter you least want to walk in on banging your girlfriend. But its a sports podcast with 3 headlining stand-up comics and sometimes friends. Ari Shaffir, Sam Tripoli, and Jayson Thibault all met at the Comedy Store and have been friends for over 10 years. This podcast is their sports thoughts, arguments, stories, fights and bets! The Podcast Tribune called Punch Drunk ""An Asian Massage for the Real Sports Fan!""",Comedy,http://imgur.com/SzgmdAIC7lEueTCQMIJn
The Empowered Mama with Lisa Druxman,"Join Lisa Druxman, author of The Empowered Mama, each week to reclaim your time, your health and yourself. We talk about wellness, work, productivity, leadership, and happiness. It’s time to connect with your passion and your purpose and to design a life you love to live. 

This is a weekly podcast. Use a podcast app on your smartphone so you can subscribe and listen easily!",Fitness & Nutrition,http://imgur.com/A7r5K7MVLFG9cxG4NZR3
The Going Quantum Podcast,The Going Quantum Podcast features exclusive music and guest mixes from the top artists around the globe. Tune in to hear the latest music from Monstercat and much more.,Music,http://imgur.com/wQ18Sr5LHjL98UAY7tEt
"Engaging Leader: Leadership communication principles to engage your team - hosted by Jesse Lahey, Aspendale Communications","Welcome to Engaging Leader, your source for principles to communicate, engage, and lead with greater impact. This weekly podcast will help you inspire trust, passion, and action.",Management & Marketing,http://imgur.com/AroBwniI1ixoFMtzvafz
Mad About Movies,"Mad About Movies is your go-to podcast for all things cinema. Every week, we discuss the latest in movie news, rumors and rumblings and dive deep into a discussion of our chosen movie of the week. Stay tuned to the last segment for our patented Weekly Recommends, in which each of the hosts suggests something that you should check out ASAP.",TV & Film,http://imgur.com/vM8QbO8WFoXlg1NZ2pGM
Improper Etiquette,"Leah McSweeney, creator and CEO of Married to The Mob and Laura Stylez, radio personality from Hot 97’s Ebro and the Morning are launching their very own podcast Improper Etiquette. We will discuss love, sex, relationships and interview the strongest female figures in music, fashion and business. Join Leah and Laura as they allow you into their lives and bring you along for the ride.

Contact us at improperetiquettepodcast@gmail.com",Music,http://imgur.com/S8hoVPktCo7NwkwxsNvZ
The Frugal Family Home Podcast,"Shelly Olson from the Frugal Family Home blog, shares encouragement for homemakers who work in the home and outside the home. Homemaking is a tough job and often a thankless one and we can all use a little encouragement along this journey. This podcast is meant to inspire and encourage those who are tackling this huge job of homemaking and motherhood. Let’s go on this journey together to become more intentional with our money, our time and our lives.",Kinds & Family,http://imgur.com/thdd7hoezUIy51fj4ok8
Messy Parenting: Catholic conversations on marriage and family,"Parenting is not a clean-cut, simple process for those who like to follow the rules.  Parenting is messy and unpredictable, but it is the greatest adventure you will ever have.  We are Mike and Alicia Hernon, parents of 10 children ranging from 5 to 22 and we would like to invite you into some of the conversations we have had with each other about marriage, parenting, and Catholic family life.  Our hope is that our conversation sparks a dialogue between you and your spouse that leads to greater unity and intentional Christian parenting in your home.  Listen in to our podcast and start the conversation as we seek to lead our families to heaven.



Show notes and links available at  MessyParenting.org or MessyParenting on FaceBook.",Kinds & Family,http://imgur.com/PP1UgKnMDtU1eoGpD7wC
The Jasta Show,"Musician, former television host, and podcaster Jamey Jasta (Hatebreed, Kingdom of Sorrow, Jasta and the former host of MTV's Headbanger's Ball) interviews your heroes every Monday and Thursday. The newest 15 episodes are always free, but if you want access to all the archives, watch live, chat live, access to the forums, and get the show a week before it comes out everywhere else - you can subscribe now at gasdigitalnetwork.com and use the code JASTA to save 15% on the entire network.",Music,http://imgur.com/PeA2GHwm7KjvUwm6nJwV
Overwatch HQ,"Join IGN's staff for discussion on Overwatch strategy, news and culture!",Video Games,http://imgur.com/gc36xNOZMN3RbLJHrcxE
Abe Lincoln's Top Hat,"Politics! We know you love them just as much as we do. Join comedian Ben Kissel and radio man Marcus Parks each week as they discuss what's going on in politics and the world of social issues. Also, a complete archive of Top Hat can be found at cavecomedyradio.com!",News & Politics,http://imgur.com/8YY3mr4mLPqWg02p1BbG
Til Death Do Us Blart,"The creators of My Brother, My Brother and Me and The Worst Idea of All Time review the film Paul Blart Mall Cop 2 every American Thanksgiving from now until the end of linear time. They may never yield. They will never be freed. This is their curse. This is their podcast.",TV & Film,http://imgur.com/HWQ5Mf2wnkqHAOB3OK2b
Idle Thumbs,"Idle Thumbs is a video game podcast full of in-depth discussion and absurdity. Between overly-enthusiastic dissections of their latest media experiences and baffling phonological explorations of Jeff Goldblum's name, the cast has managed to find a regular audience of dedicated readers. Scoop up the latest episode and hear us extol the virtues of whatever we've just watched, played, or read—then attempt to answer reader mail before getting sidetracked about robots.",Video Games,http://imgur.com/lSfvg48NHcEZxoarosBb
How It Is,"Hear women tell our own stories, in our own words, and share the truths we've learned and lived through.  Hosted by Diane Guerrero, you’ll hear from Roxane Gay, Abby Wambach, Cecile Richards, Maria Menounos, Shantell Martin, and Sonia Manzano, among many others. In season 2 we’re exploring the concept of values, from making money to building the arc of our lives. What are we really working for? How can we shift the way we think (and stress) about time? When, in the midst of work and family and everything else, do we get to play? And most important of all, how can we integrate our values into everything we do? Brought to you by Reese Witherspoon and Hello Sunshine.",Society & Culture,http://imgur.com/dvId8V04hOgLQIlSlXrL
Dean Graziosi's Millionaire Success Habits,"Welcome to the Millionaire Success Habits Podcast!

This show is for those out there who are looking to achieve their highest potential on a massive scale. It is for people who are ready to take their life to the next level and learn success, business & life strategies to get you there!

With each episode, Dean will share his weekly breakthroughs, his top secrets strategies and ideas that can help you skyrocket your fulfillment and achievement on a daily basis!

This is his success...boiled down into a recipe for your ears.

Follow Along With Over 1,000,000 Fans On Facebook: deangraziosipage
Follow Dean On Instagram: @deangraziosi",Management & Marketing,http://imgur.com/DA4S0tMT4Siw3qNdimV6
Alison Rosen Is Your New Best Friend,"A twice weekly podcast hosted by veteran interviewer and everyone's new best friend, Alison Rosen, featuring surprisingly honest conversations that are equal parts silly, serious, revelatory and sometimes involving a sombrero. Plus an eternal quest to find out if that thing you think or do is normal in a segment called ""Just Me or Everyone?""",Comedy,http://imgur.com/HOes1BDNsrb3CQqmjR4H
MindBody TV Podcast with Dr. Kim D'Eramo,"The MindBody TV Podcast with Dr. Kim D'Eramo is designed to give healing tools so you don't have to manage your illnesses anymore, you can heal them.",Self-Help,http://imgur.com/qhFixWmgguJWEs4Ulc65
Parenting Today’s Teens,Help for the parents of teenagers from Mark Gregston.  Feed includes daily 1-minute and a weekend 30-minute program.,Kinds & Family,http://imgur.com/MPHEgGNZRkJeZfwUwieL
Legend of the Innkeeper : A Hearthstone Podcast for Casual Players,"The Legend of the Innkeeper is a podcast that is for the casual Hearthstone player.  Each week we will share our stories, tips, news and more as we learn together.  Join Vastidious and Espo along with the occasional guest as we strive to reach Legendary in Hearthstone.",Video Games,http://imgur.com/I7ReDS8LIUBzdrE2ZN3U
"High Intensity Health Radio with Mike Mutzel, MS","High Intensity Health features breakthrough health tips and hacks from respected authorities in the Fitness, Nutrition and Functional Medicine fields. Our expert guests have shared insider information that has helped thousands of Moms, Dads, Executives, Health Care Professionals and High-Performing Athletes optimize their metabolism, belly fat,  gut bacteria, immune system,both physical and mental performance and overall health. No matter where you sit on the health and nutrition spectrum, you’ll benefit from our cutting-edge discussions, 2-days per week.",Fitness & Nutrition,http://imgur.com/yRFK7LSH6cjJluM9nZFg
The Sobriety Network: A Recovery Podcast with Bryan Edmund,"The 'Sobriety Network' is a Recovery Podcast with Bryan Edmund.

Subscribe to our show & spend some time with me & a guest each week discovering tips, tools, resources, inspiration, motivation, & practical strategies for living sober in recovery. This show will have lots of interviews with successful individuals in order to inspire & teach other people the tools & strategies for living out their own life's purpose. We believe sobriety is the main vehicle on the pathway to fulfillment for many people; & so we are committed to helping those people in catching their ride home! 

The show notes for each episode & all the goodness can be found at... www.BryanEdmund.com",Self-Help,http://imgur.com/q3XUZ2zwK27y8BshziRZ
The WODcast Podcast,"If you CrossFit, this is the show for you! The Wodcast Podcast is a fun show about functional fitness hosted by Armen Hammer, Scott McGee, and Eddie Ifft. The hosts are knowledgeable (well except for Eddie), experienced, and love the “sport of fitness.” They blend CrossFit experience and insight with humor, providing meaningful content without taking themselves too seriously. Each week the Wodcast Podcast hosts some of the biggest names in CrossFit including Games athletes, subject matter experts, coaches, and many more. The hosts and guests hit it off so well you would think they are all sitting around having a beer which makes for a highly entertaining podcast whether you WOD or not.",Fitness & Nutrition,http://imgur.com/TXt7DlRgrnG9NQhusEbD
Red Eye Radio,"Red Eye Radio is the pre-eminent syndicated overnight radio show hosted by radio vets Gary McNamara and Eric Harley airing Monday through Friday, Midnight to 5am Central. Targeted at long haul truckers, Red Eye Radio has broadened its mission to include virtually everyone living and working non-traditional hours. The audience includes shift workers, travelers, truck drivers and others who embrace the new 24/7 lifestyle, with many restaurants, retailers and other business establishments open round the clock. Red Eye Radio is the successor to Midnight Trucking Radio Network, a program whose roots go back 40 years. Each night the hosts of Red Eye Radio review the headlines, cover the issues that matter and keep listeners tuned-in with insight and perspective. Also on the agenda popular culture, family issues and detailed national weather forecasts.",News & Politics,http://imgur.com/87Du3mSJsYDgWX9eheVk
Jean-Michel Cousteau: Ocean Adventures | PBS,"Jean-Michel Cousteau and his expedition team set sail to explore dangerous and 
spectacular locales across the globe to reveal the oceans' mysteries in ""Jean-Michel Cousteau: Ocean Adventures."" Find out 
more about this PBS series at: pbs.org/oceanadventures.",TV & Film,http://imgur.com/cYNKV8VyLqonE1QtnZ0A
Taking Control: The ADHD Podcast,"Since 2010, Nikki Kinzer and Pete Wright have offered support, life management strategies, and time and technology tips, dedicated to anyone looking to take control while living with ADHD.",Self-Help,http://imgur.com/1eTegUk6IRpQZ5RmL9KO
Half Hour Happy Hour with Alison and Alex (& Tom),"Each week Alison Haislip and Alex Albrecht (& Tom) sit down for a Half Hour Happy Hour.  Drinks and conversation covering stories around the world, as well as close to home.  Sit and knock back a glass of your favorite adult beverage and welcome to the garage.",Comedy,http://imgur.com/GhYRzw0ySEYrB8n49DWn
Girl on Guy with Aisha Tyler,"join aisha tyler (archer, friends, talk soup) and her guests as they rant about stuff guys love: video games, action movies, comic books, sex, drinking, bar fights, and blowing sh*t up. plus the weekly installments of self-inflicted wounds and 'the apologia'. girl on guy: stuff. guys. love.",Comedy,http://imgur.com/5tIHoEOq8RwRE9YjIQiW
MOGUAI pres. PUNX UP THE VOLUME,"""PUNX Up The Volume"" is MOGUAI´s new international radio show. A one-hour program full of electronic music broadcasted to you all over the world. In the grand circus of music, Moguai is most definitely in the big top. Whilst other acts have come and gone, his star is still shining brightly. Time and again he has set new standards in electronic music, his productions proving timeless in this fast moving business. He is also a highly talented and hugely popular DJ. From the deepest underground clubs to the biggest stages of the world, Moguai sets are guaranteed to ignite the crowd. There are few DJs who can move so comfortably between the credible intimacy of a small club gig to the bigger arena. Moguai does so effortlessly, always true to his musical ideals and vision. Music is an incessant process of development for Moguai. His centre of focus is personal taste, without recourse to chasing trends. A marathon of music, not a sprint!",Music,http://imgur.com/NHnYvQD7XPIFS0WEYJCv
The Work of Byron Katie,"Byron Katie, founder of The Work, has one job: to teach people how to end their own suffering. As she guides people through the powerful process of inquiry she calls The Work, they find that their stressful beliefs—about life, other people, or themselves—radically shift and their lives are changed forever. Based on Byron Katie's direct experience of how suffering is created and ended, The Work is an astonishingly simple process, accessible to people of all ages and backgrounds, and requires nothing more than a pen, paper, and an open mind. Through this process, anyone can learn to trace unhappiness to its source and deal with it there. Katie (as everyone calls her) not only shows us that all the problems in the world originate in our thinking: she gives us the tool to open our minds and set ourselves free.",Self-Help,http://imgur.com/qjj9iHoFhARn9rqxI7w0
Startups For the Rest of Us,"If you like Mixergy, Entrepreneur on Fire, Tropical MBA, Rocketship.fm, SaaStr or the Tim Ferriss show, you'll love Startups for the Rest of Us.",Management & Marketing,http://imgur.com/bOpCteVQDCIYsP8cJh9n
Bill O'Reilly: No Spin News Excerpts,No commercial breaks. No frightened executives. Subscribe to BillOReilly.com's free podcast to get O'Reilly's one-of-a-kind brand of news analysis. Head to BIllOReilly.com for daily analysis directly from Bill.,News & Politics,http://imgur.com/BSLmy9KlOlQnLYVHo9jk
Creative Dog Training Online Podcast,"Creative Dog Training Online is all about taking our 30 years of experience and passing it on to you! Are you tired of difficult or non-practical advice on how to help your dog? Then our casts are for you. Our weekly casts are short to the point information sessions designed to give you PRACTICAL tools for not just training your dog, but having the dog you've always wanted!",Kinds & Family,http://imgur.com/AqOPZ62LJ0KEXc4CSMDp
The Bitch Bible,"A podcast that dares to say what many are thinking, but only a bitch would say. Expect unfiltered and unapologetic discussions about sex, millennial struggles, pop culture, social faux-pas and hopefully, an insightful takeaway. Nothing is off limits. 

Hosted by Jackie Schimmel, creator of blog “The Bitch Bible,"" and your soon-to-be bitchy (and super neurotic) best friend.",Comedy,http://imgur.com/zG2AE1A8wajJhgGBORhy
Inside The Exorcist,"In 1973 Hell came home and invaded the body of a young girl. This is the story of a movie and its makers. It's a tale of dark and light, of loss and love. A story of faith and fury, of causes and curses, of horrors real and imagined, of unbridled ego and brute force filmmaking. It's the movie critics called ""religious pornography"" and ""occultist claptrap."" The movie that left audiences...hysterical. Decades later, it remains perhaps the most frightening movie we will ever see. From Wondery, this is a seven-part deep dive inspired by the story behind an unforgettable, classic movie. This is...Inside The Exorcist.",TV & Film,http://imgur.com/xOl8bKSdEMQE8ViAkF3T
PaleOMG Uncensored,"Juli Bauer is the creator of paleomg.com where she shares her recipes, thoughts, fashion, workouts, travel and really whatever the hell else she wants to. Wait. Am I suppose to talk in the third person in this podcast description? That's weird.



I'm not here to give you the science behind Paleo or a history lesson. That's boring. Go somewhere else for that. I'm literally here to talk about whatever pops into my mind. Curse words and all. My French bulldog tends to snore in episodes, I'm easily distracted and completely unqualified to have my own podcast, but hey, that's the world we live in. So let's chat about stuff while I snack and slurp on some food. Keeping it professional, just for you guys!",Fitness & Nutrition,http://imgur.com/mtR1BkvvsCto6VcQZTML
Tiny Desk Concerts - Video,"Tiny Desk Concerts from NPR's All Songs Considered features your favorite musicians performing at Bob Boilen's desk in the NPR Music office. Watch videos from Passion Pit, The xx, Wilco, Adele, Phoenix, Tinariwen, tUnE-yArDs and many more.",Music,http://imgur.com/6J5kxgKBEP3oIccGvH3H
Citizen Radio,"Citizen Radio is hosted by Allison Kilkenny and Jamie Kilstein and is dedicated to covering the stories that the mainstream, corporate media ignores. 

It's like Democracy Now but with much more swearing. 


They have interviewed such distinct intellectuals, bands, and comics such as Noam Chomsky, Ralph Nader, Rachel Maddow, Melissa Harris-Perry, Tariq Ali, Howard Zinn, Matt Taibbi, Rise Against, System of a Down, Anti-Flag, Bad Religion, Jeremy Scahill, Robin Williams, Matt Besser, Janeane Garofalo, and more. 


“Jamie Kilstein and Allison Kilkenny have created an important political radio show that balances humor and unreported news. At a time when media conglomerates dominate the airwaves, independent media like Citizen Radio is vital to national discourse”
- Noam Chomsky


""Allison Kilkenny  strikes fear into the hearts of corrupt politicians and corporations everywhere""
-Village Voice


“Jamie Kilstein is amazing and I will be spreading the word. He has the spark that energized my conscience. We need more comedians kicking it hard the way he does every night” – Robin Williams


""Allison and Jamie are a modern day social justice, non-violent, vegan, punk, anti-war, feminist Bonnie and Clyde. Their weapons are simple: the pen, the airwaves, and a searing sense of humor. Their targets are the rich, the powerful, corporate media barons and basically any major league assholes.""
-Jeremy Scahill


""Kilkenny is one of the top 30 media heroes in the country"" 
-The Nation


“Jamie reminds me of why I got into comedy. It’s like watching a combination of George Carlin and Bill Hicks ”
- Janeane Garofalo


""Allison Kilkenny is this generation’s Amy Goodman” 
-Melissa Harris-Perry.


“Allison Kilkenny’s writing makes me want to vomit”
- G. Gordon Liddy, Convicted Watergate criminal


“Jamie Kilstein is a doofus.” –Glenn Beck",News & Politics,http://imgur.com/pev7N5SyOQe7FXavu6pG
Intelligence Matters,"In Intelligence Matters, former acting Director of the CIA Michael Morell, speaks with top leaders of the U.S. intelligence community as they reflect on their life, career and the critical roles they play in shaping national security policies. (154991)

As a central figure in the most significant U.S. counter-terror efforts of the past two decades and a former CIA intelligence analyst, Morell is uniquely skilled at taking industry leading knowledge to make connections that provide deep insight into complex security events – helping decode intelligence officials’ key priorities and providing perspectives on how to achieve national security objectives.

Morell is the author of “The Great War of Our Time” and a vivid account of the Central Intelligence Agency, a life in secrets, and a war in the shadows.",News & Politics,http://imgur.com/oTaTktxvLkkgF5DyKoJX
"Yo, Is This Racist?","Yo, Is This Racist?, hosted by Andrew Ti, creator of the popular blog of the same name, is now a weekly podcast! Every Wednesday, Ti, co-host Tawny Newsome, and their guests answer questions from fan-submitted voicemails and emails about whether or not something is, in fact, racist.Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!)",Comedy,http://imgur.com/dS2DDFxV2qofUFcwiNz6
"Youpreneur FM - How to Build, Market and Monetize a Successful Personal Brand Business","Chris Ducker is a proud British entrepreneur, bestselling author and international keynote speaker, who brings you his own take on what it means to be a personal brand entrepreneur in the 21st century. Everything from building a personal brand to delegating like a king, right the way through to creating and launching online products and services, to marketing yourself as the go-to leader in your industry and beyond is covered. If you're a speaker, author, coach, consultant, expert, blogger, podcaster, freelancer or solopreneur, Youpreneur FM is about to become your new favorite podcast!",Management & Marketing,http://imgur.com/U1kNtI1a6uDD6nWlDtLP
The Uplifting Content Podcast With Ione Butler,Not Found,Self-Help,http://imgur.com/zVXMkTJmkm7XOpMbGdPK
The Bungie Podcast,Listen in as our podcast crew and a rotating selection of special guests talk shop about what it takes to build worlds at Bungie.,Video Games,http://imgur.com/smCg9gVdN6TD7ZSwUPQh
Ketovangelist Kitchen,Carbs are for suckers - and here are the recipes to prove it,Fitness & Nutrition,http://imgur.com/cNiJn9tLbLs2sJ0cKMjg
TRUNEWS with Rick Wiles,"RATED #1 IN SPREAKER FOR NEWS & INFORMATION!!  Rick Wiles is the father of “citizen reporting.” He pioneered alternative media long before the arrival of blogs and podcasts.  In May of this year, TRUNEWS began its 18th consecutive year of news reporting.  The program is heard on various internet outlets, international shortwave and over 400,000 downloads of the TRUNEWS mobile app. TRUNEWS has an extremely loyal audience around the world.  The program is 100% listener-supported.  Guests include members of the US Congress, members of the European Parliament, members of the British Parliament, scientists, astronauts, climatologists, billionaires, investors, top-selling authors, and retired US generals.  Respected guests include billionaire Jim Rogers, Swiss investor Marc Faber, EU Parliament member Nigel Farage, Georgia Congressman Paul Broun, retired US General Paul Vallely, retired US General Jerry Boykin, retired CIA special operations officer Clare Lopez, former NASA scientist John Casey,  international businessman Simon Black, futurist Chris Martenson, obesity expert Dr. Robert Lustig, and Lord Christopher Monckton.",News & Politics,http://imgur.com/AZNo3yEAomrzQC7nw8uY
"Shrugged Collective - A  network of fitness, health and performance shows that help people achieve their physical and mental","New episode every Wednesday!  Join the Barbell Shrugged crew in conversations about fitness, training, and frequent interviews w/ CrossFit Games athletes!",Fitness & Nutrition,http://imgur.com/Uk33ZSw6pDhmmDNrDTFT
Full Frontal Radio Show,"Full Frontal is a program about music, pop-culture, TV and movies. Hosted by 1/2 of All Time Low – Singer Alex Gaskarth and Guitarist Jack Barakat.",Music,http://imgur.com/6KNJoA80dNHrLDdpTlPX
"Coaching for Geeks: Gaming, Health, Dating, Fitness for the Geek who wants more! | Health | Mindset | D&D |","The geek shall inherit the earth, but some of us need a little bit of help gaining the XP to get there.

Your award-winning, international geek experts, Coach Robin Bates, Rami the Gutsy Geek, and Coach Austin Toloza, cover confidence, dating, self-belief, fitness, style, careers, relationships, planning for success and everything you need to live the best geeky life.

Geek guests from the worlds of gaming, cosplay, comics, psychology, YouTube, and much more share their experiences and challenges of getting ahead.

With live plays of tabletop RPGs, attendance at cons, shows and more, our team of coaches will change your life, and do their best to not be wanky about it.

Hit Start to Begin - it's Coaching for Geeks!",Video Games,http://imgur.com/TAwMljQLmPTePbwFAXND
Pod Save the People,"Organizer and activist DeRay Mckesson explores news, culture, social justice, and politics through deep conversations with influencers and experts, and the weekly news with fellow activists Brittany Packnett and Sam Sinyangwe, and writer Clint Smith.",News & Politics,http://imgur.com/DHYSjKMBGf9GEBB5TTYO
Sarah and Vinnie Full Show,The Entire Sarah and Vinnie Morning Show Broadcast,Comedy,http://imgur.com/rop2aUAmFT4DHFWCOfCv
The Life of Dad Show,"The very best of Life of Dad...PODCASTED! Featuring your favorite hosts, Tommy Riles and Art Eddy.

Life of Dad is the first ever and fastest growing social network for dads.  Featuring thousands of blogs, videos, podcasts and more, Life of Dad is the one-stop entertainment destination for fathers. Sit back, crack open a brew, and connect with dads from all around the world who are sharing their funny, entertaining, and heartwarming stories on Life of Dad.",Kinds & Family,http://imgur.com/HmZXnxLRyktb6F0yPgPZ
Bald Move TV,Weekly TV podcast covering the latest episodes of currently-airing shows.,TV & Film,http://imgur.com/mcnewE2vLYykOBMd9NAh
Kumail Nanjiani's The X-Files Files,"Kumail Nanjiani (Silicon Valley, The Indoor Kids) and a guest explore their favorite cases of The X-Files. The truth is out there!",TV & Film,http://imgur.com/FRw4GVfnXW3yZTf8q3rR
"Carnegie Coach - Dale Carnegie Principles for Leadership, Coaching, Engagement, Presentations, and Sales","PLEASE NOTE: As of April, 2016, Carnegie Coach is no longer in production by Dale Carnegie. All past episodes are freely available here in the archive. For current episodes from host Dave Stachowiak, subscribe to his Coaching for Leaders show, a top-rated, Apple careers podcast.",Management & Marketing,http://imgur.com/mmuS7BkhkQIsFgFoVQCU
The Atari 2600 Game By Game Podcast,"The 2600 Game By Game Podcast will delve into the history, gameplay, and personal stories of every game made for the Atari 2600.",Video Games,http://imgur.com/nGUpfxKdH5afUKXsKoHS
The Evan Brand Show,"Evan Brand, Board Certified Holistic Nutritionist, Certified Functional Medicine Practitioner and Nutritional Therapy Practitioner discusses living a healthy and happy life and restoring your health using root cause, Functional Medicine.",Fitness & Nutrition,http://imgur.com/ttzqee9ILNYaOjt2g6z1
POINTLESS: WITH KEVIN PEREIRA,"The podcast of Kevin Pereira, Live from Super Creative HQ.",Comedy,http://imgur.com/kAOPNcTJ5azk6XhpYIxV
Twenty Thousand Hertz,The stories behind the world's most recognizable and interesting sounds.,Music,http://imgur.com/EVbe5gaM2bCjgFQS08pQ
NutritionFacts.org Video Podcast,Michael Greger M.D. FACLM brings you the latest in nutrition-related research delivered in easy to understand video segments.,Fitness & Nutrition,http://imgur.com/Xkjl7AmqpQd1dn2hoOrI
The Dad Edge Podcast (formerly The Good Dad Project Podcast),"The Dad Edge Podcast (formerly The Good Dad Project. Podcast) is a movement.  It is a strong community of Fathers who all share a set of values.
Larry Hagner, founder of The Dad Edge Podcast (formerly The Good Dad Project Podcast), breaks down common challenges of fatherhood, making them easy to understand and overcome.  Tackling the world of Fatherhood can be a daunting task when we try to do it alone.
The mission of  The Dad Edge Podcast (formerly The Good Dad Project Podcast) is to help you become the best, strongest, and happiest version of yourself so that you can help guide your kids to the best version of themselves.  Simple as that.  Everything you need and all of our resources can be found at gooddadproject.com/podcast",Kinds & Family,http://imgur.com/apTOnzRxQnqspPdERfUr
Fast Keto with Ketogenic Girl,"Best selling author and speaker Vanessa Spina shares Keto tips & hacks, answering your burning Keto questions! Featuring world renowned ketogenic lifestyle & low carb experts, authors, physicians and more discussing the best tools for optimizing your health with whole foods, intermittent and longer term fasting, nutrition, exercise and more!",Fitness & Nutrition,http://imgur.com/Vzm4GMDIIGcxWHRt65IU
